CustomerID,Age,Gender,AnnualIncome,SpendingScore,PurchaseFrequency,AvgTransactionValue,TotalSpend,Recency
54284,65,Female,148,16,11,444,10615,53
54285,35,Female,148,78,1,383,45577,107
54286,31,Female,40,89,8,294,22164,24
54287,52,Male,115,62,6,215,10575,27
54288,61,Male,183,30,12,80,47731,107
54289,58,Female,89,71,16,178,16348,155
54290,24,Male,52,12,18,194,6113,88
54291,58,Male,97,67,12,421,43181,124
54292,30,Female,185,91,2,342,21610,39
54293,35,Male,195,46,7,217,29551,77
54294,54,Female,157,83,9,414,43529,84
54295,30,Female,70,43,18,397,26135,102
54296,53,Male,119,55,9,496,33138,164
54297,48,Male,198,45,8,391,37987,76
54298,19,Female,45,60,1,364,20808,5
54299,33,Male,199,71,5,381,46697,81
54300,26,Female,193,80,16,280,2308,138
54301,26,Male,166,32,14,446,15676,16
54302,55,Male,72,8,13,355,10050,142
54303,28,Male,87,77,11,439,10187,29
54304,39,Female,146,62,13,144,39584,156
54305,50,Male,24,75,15,155,35753,118
54306,53,Female,87,20,16,354,33364,117
54307,62,Female,29,18,13,494,25579,145
54308,40,Female,112,6,8,158,40999,36
54309,62,Male,77,84,18,125,19588,104
54310,62,Female,33,96,19,401,12161,174
54311,51,Female,127,29,15,196,40732,45
54312,26,Male,77,4,10,29,9046,103
54313,41,Female,130,71,4,347,7844,9
54314,25,Female,198,43,6,382,43036,164
54315,24,Male,35,84,8,476,25043,5
54316,53,Female,176,34,7,253,47379,79
54317,35,Male,159,71,12,76,1292,73
54318,20,Female,160,33,18,448,42628,89
54319,45,Female,95,15,18,71,9713,178
54320,23,Male,80,96,19,495,40295,28
54321,61,Female,193,86,4,283,37961,27
54322,61,Female,79,40,1,356,3279,110
54323,38,Female,57,93,5,472,42668,175
54324,45,Male,71,89,7,119,41981,161
54325,57,Male,152,5,11,65,12367,115
54326,18,Male,51,78,11,94,2335,122
54327,53,Male,190,50,10,415,30436,97
54328,38,Male,134,99,7,273,21505,166
54329,60,Female,83,66,16,404,46622,136
54330,52,Male,70,89,1,116,886,132
54331,30,Male,133,54,1,21,9366,112
54332,66,Male,178,80,12,185,41665,164
54333,27,Female,173,46,16,368,48926,107
54334,61,Female,69,80,5,328,16657,159
54335,64,Male,52,11,14,36,17164,177
54336,27,Female,29,49,18,300,27916,169
54337,63,Female,158,99,9,139,24998,136
54338,30,Female,91,23,2,236,12399,158
54339,54,Female,67,55,12,488,17480,142
54340,55,Male,198,5,10,145,2633,45
54341,41,Male,21,64,2,29,36920,110
54342,19,Female,199,35,15,273,7652,46
54343,39,Female,69,93,4,456,2369,93
54344,34,Female,66,69,19,333,47054,16
54345,53,Female,18,54,4,168,33790,138
54346,31,Male,57,3,9,169,26987,68
54347,27,Female,54,6,13,406,11726,50
54348,52,Male,135,87,10,351,2339,68
54349,42,Female,44,56,14,35,28625,2
54350,20,Male,152,2,3,90,43543,75
54351,64,Female,117,82,3,422,48238,75
54352,55,Male,21,94,16,484,41473,178
54353,34,Male,178,38,9,385,2849,129
54354,29,Male,177,56,14,479,43049,97
54355,69,Female,181,5,16,27,40021,109
54356,41,Male,178,46,9,78,1689,165
54357,46,Female,123,11,5,405,34632,151
54358,60,Male,34,65,13,139,48728,177
54359,42,Male,63,10,15,435,43768,117
54360,53,Female,110,41,4,144,35500,17
54361,43,Male,73,44,14,312,17239,71
54362,55,Female,191,90,7,388,3918,143
54363,18,Female,104,33,4,227,20566,51
54364,37,Female,40,91,17,319,7644,155
54365,45,Female,50,56,9,496,6409,9
54366,33,Male,185,12,4,24,8066,64
54367,64,Male,140,2,3,195,36983,85
54368,34,Female,57,1,19,426,22560,93
54369,57,Male,113,65,9,204,49552,42
54370,45,Male,47,33,8,200,6811,117
54371,29,Female,114,86,7,243,29305,70
54372,44,Male,111,76,7,441,8529,89
54373,59,Female,187,36,4,75,44223,35
54374,64,Male,59,21,19,90,34043,17
54375,47,Male,102,84,12,458,34443,44
54376,58,Female,157,36,6,45,30053,171
54377,51,Male,109,26,12,244,39913,104
54378,54,Male,31,47,4,26,37925,89
54379,23,Female,154,95,2,11,44573,107
54380,24,Male,36,1,15,42,20488,118
54381,49,Female,165,38,6,358,13827,44
54382,49,Male,104,14,18,389,29007,166
54383,42,Female,92,90,5,143,44306,169
54384,50,Female,154,46,4,436,648,153
54385,24,Female,128,42,11,365,268,49
54386,69,Female,82,7,11,353,23680,60
54387,29,Female,124,55,9,276,5108,2
54388,33,Male,193,56,3,14,28408,65
54389,33,Male,139,76,11,295,7569,114
54390,60,Female,155,63,2,403,46270,3
54391,53,Male,71,24,9,494,34708,93
54392,30,Female,69,83,10,356,28508,142
54393,24,Male,96,73,11,100,26795,173
54394,53,Male,121,99,3,161,36860,162
54395,64,Female,170,4,17,452,14452,164
54396,68,Female,116,42,11,387,45632,15
54397,26,Male,186,96,17,127,39011,37
54398,49,Male,161,70,19,460,49360,138
54399,28,Female,188,28,4,70,27828,9
54400,25,Male,125,92,2,367,31250,50
54401,50,Male,121,40,14,35,33218,163
54402,40,Female,116,51,15,118,35364,46
54403,42,Male,17,29,3,377,33091,106
54404,25,Female,162,42,13,304,13121,81
54405,62,Female,39,69,13,219,9220,47
54406,39,Female,89,5,18,268,26210,18
54407,21,Male,198,41,7,303,48707,113
54408,57,Male,75,61,16,51,29789,153
54409,20,Female,137,55,16,313,40640,163
54410,46,Female,69,28,6,482,46374,51
54411,58,Male,177,41,6,22,35045,109
54412,46,Male,53,9,4,98,17179,89
54413,51,Male,199,29,3,97,36054,16
54414,51,Female,97,78,1,321,27478,88
54415,45,Female,48,38,3,498,23548,12
54416,30,Male,127,62,19,196,34712,99
54417,32,Male,183,54,9,72,32990,59
54418,40,Male,164,52,14,345,5172,73
54419,61,Female,41,34,19,52,16215,112
54420,43,Female,163,37,19,242,24738,165
54421,21,Male,183,49,13,243,32030,32
54422,43,Male,45,42,16,84,15220,22
54423,57,Female,169,14,8,262,462,173
54424,26,Female,179,82,16,322,44660,98
54425,22,Male,196,33,9,158,15342,83
54426,49,Male,151,98,9,488,34553,12
54427,37,Male,97,92,3,191,49784,5
54428,67,Female,184,87,7,216,41719,26
54429,28,Male,178,17,18,190,12536,116
54430,32,Female,24,75,2,182,22895,91
54431,49,Female,54,32,1,250,19072,20
54432,45,Male,68,79,12,173,45849,136
54433,39,Male,181,68,16,72,45483,80
54434,58,Female,149,39,12,391,22655,58
54435,34,Male,18,94,10,244,16797,173
54436,43,Female,157,10,9,134,10057,5
54437,61,Male,190,87,18,266,48481,159
54438,24,Male,20,24,4,101,40889,23
54439,59,Male,87,58,8,234,3678,149
54440,43,Male,177,69,4,204,16448,140
54441,42,Female,72,64,16,384,35765,4
54442,27,Female,91,19,8,216,45722,37
54443,62,Female,33,8,7,426,35359,75
54444,36,Male,76,71,13,297,21949,104
54445,28,Female,85,40,8,224,42243,117
54446,30,Female,152,13,7,195,38729,137
54447,25,Female,39,27,5,135,13349,26
54448,57,Male,186,82,18,291,7416,27
54449,21,Female,141,88,19,264,27501,178
54450,64,Male,72,2,10,70,34918,89
54451,48,Male,167,16,11,377,46532,82
54452,45,Female,134,14,8,410,1047,130
54453,28,Male,125,17,6,210,22086,127
54454,60,Female,182,60,11,78,4871,103
54455,18,Female,90,70,16,294,41704,154
54456,66,Female,84,99,4,72,4353,93
54457,64,Female,152,17,2,143,8771,46
54458,69,Female,80,45,13,248,46233,70
54459,55,Male,134,38,7,261,30656,151
54460,41,Female,167,64,17,370,9553,145
54461,64,Male,101,6,13,196,265,88
54462,48,Female,153,60,10,492,14501,104
54463,58,Female,136,49,13,380,17381,64
54464,63,Female,178,21,10,30,10208,157
54465,67,Male,63,99,7,438,5490,52
54466,43,Male,62,23,10,438,31674,126
54467,66,Male,129,76,16,352,831,94
54468,67,Male,101,57,3,300,28551,128
54469,22,Female,21,64,4,317,36226,24
54470,37,Female,91,29,4,55,40069,163
54471,69,Male,193,27,4,203,40401,125
54472,58,Male,159,6,16,66,8583,175
54473,28,Male,174,21,9,51,35767,101
54474,50,Female,168,71,6,466,22309,51
54475,67,Male,135,41,10,342,1349,2
54476,55,Male,138,80,4,244,19587,149
54477,44,Female,164,5,12,363,36513,168
54478,51,Male,155,15,10,25,45599,105
54479,32,Female,139,21,12,142,219,69
54480,49,Female,26,58,19,10,28476,35
54481,38,Female,85,4,19,241,41592,172
54482,63,Female,15,69,1,159,1199,163
54483,22,Female,175,7,4,313,2734,83
54484,23,Male,133,35,13,131,28738,153
54485,55,Male,156,36,8,291,4625,80
54486,39,Female,125,15,14,299,18274,31
54487,35,Female,78,92,16,379,40442,163
54488,31,Male,57,2,2,323,6528,151
54489,27,Male,55,57,8,222,8726,49
54490,63,Female,129,5,13,400,2753,144
54491,30,Male,53,71,1,290,19094,58
54492,48,Male,15,86,12,450,39020,50
54493,47,Female,55,95,17,149,40106,78
54494,20,Male,187,32,7,168,10442,64
54495,47,Male,102,72,16,36,43876,52
54496,23,Male,112,41,14,351,14475,40
54497,46,Male,102,42,10,171,9948,105
54498,25,Female,93,75,3,127,40111,54
54499,61,Male,155,65,12,346,43505,114
54500,62,Female,85,40,8,84,10557,97
54501,60,Male,151,83,16,102,25564,145
54502,61,Female,113,38,1,43,49993,132
54503,50,Female,165,42,17,124,49036,56
54504,34,Male,196,37,6,430,7570,30
54505,65,Female,189,56,1,451,19690,108
54506,28,Female,181,71,15,122,30949,162
54507,30,Female,101,55,13,377,21502,172
54508,67,Female,168,89,6,69,10696,126
54509,28,Female,15,54,13,291,48708,104
54510,48,Male,156,22,4,246,43389,127
54511,45,Female,126,27,1,135,4503,87
54512,61,Female,88,47,10,438,42038,33
54513,23,Male,79,38,4,54,44872,78
54514,58,Male,83,39,13,297,40710,36
54515,33,Female,81,15,4,238,48766,18
54516,21,Male,191,66,16,206,34580,119
54517,52,Male,64,61,9,221,29282,51
54518,65,Male,72,60,4,80,45638,172
54519,43,Male,67,8,8,244,24216,10
54520,29,Male,105,44,4,288,3664,39
54521,28,Male,129,43,9,458,23564,49
54522,54,Female,132,6,11,176,25346,58
54523,42,Female,71,84,5,204,9566,76
54524,35,Male,100,27,9,182,21810,102
54525,36,Male,32,45,8,204,49631,151
54526,40,Female,30,23,4,72,6415,135
54527,55,Male,144,81,1,79,35638,45
54528,35,Female,27,13,13,232,27328,110
54529,43,Male,187,68,5,319,22441,89
54530,23,Female,94,84,10,292,15485,55
54531,21,Female,57,64,16,358,7868,124
54532,61,Male,68,25,8,88,39270,166
54533,68,Male,173,86,12,45,38237,147
54534,46,Male,151,52,3,398,20693,109
54535,51,Male,87,48,4,204,35020,150
54536,34,Female,62,61,17,444,3266,11
54537,60,Male,32,17,13,226,12102,131
54538,60,Female,25,40,6,297,9249,147
54539,33,Male,98,75,3,158,12192,91
54540,19,Female,33,89,14,282,12953,135
54541,51,Male,114,69,7,210,23830,119
54542,25,Male,130,85,3,163,40740,34
54543,30,Female,104,26,6,31,14261,11
54544,59,Male,88,80,13,306,14712,5
54545,25,Male,38,56,14,324,38854,71
54546,47,Male,27,40,15,224,26632,164
54547,49,Male,139,85,16,340,12619,5
54548,53,Male,130,96,1,131,41936,133
54549,64,Female,188,68,15,275,15851,27
54550,47,Male,195,8,7,352,28538,93
54551,18,Female,171,73,9,270,24129,155
54552,60,Male,178,45,15,64,12831,160
54553,56,Male,85,17,14,291,31404,89
54554,34,Female,140,41,19,269,40281,114
54555,37,Female,159,77,18,372,34523,98
54556,41,Female,190,9,9,292,22273,15
54557,67,Female,166,70,1,239,49929,105
54558,39,Female,196,91,12,491,29216,98
54559,46,Male,133,24,10,135,38484,20
54560,39,Female,105,73,7,451,38661,162
54561,61,Female,99,11,14,268,14435,127
54562,26,Male,122,35,1,59,245,34
54563,54,Male,141,29,15,233,10326,115
54564,27,Female,135,8,1,390,38692,174
54565,53,Female,143,17,13,291,33948,21
54566,54,Female,20,71,2,155,22131,167
54567,45,Male,92,12,3,400,3494,40
54568,45,Female,197,79,4,382,20138,172
54569,59,Male,52,93,16,54,31125,164
54570,60,Male,175,50,12,406,7929,55
54571,38,Male,130,24,4,271,44884,50
54572,41,Male,116,37,12,428,49609,74
54573,59,Female,22,78,7,488,37011,74
54574,57,Male,92,11,3,243,10402,38
54575,19,Male,126,99,5,62,43753,24
54576,25,Female,162,81,12,494,7151,108
54577,65,Male,69,59,12,244,16836,59
54578,44,Female,62,55,7,205,22284,173
54579,39,Male,198,27,12,435,42372,154
54580,54,Female,102,67,2,13,6496,83
54581,44,Male,24,60,14,69,14226,11
54582,46,Male,66,2,16,182,18786,178
54583,20,Female,192,68,7,81,19425,128
54584,61,Male,48,18,4,495,33238,118
54585,30,Male,178,20,5,84,30404,162
54586,62,Female,75,85,14,331,19723,16
54587,27,Male,158,63,9,475,10571,1
54588,53,Male,93,78,5,475,42004,41
54589,26,Female,32,72,2,31,28529,156
54590,44,Female,85,2,5,405,28629,15
54591,51,Female,189,90,3,218,45475,80
54592,68,Female,100,83,10,60,3823,174
54593,18,Female,46,42,8,154,21578,32
54594,49,Male,57,28,10,429,9494,39
54595,42,Female,97,29,2,358,950,73
54596,46,Male,182,69,14,314,24323,93
54597,24,Female,177,28,4,281,43527,89
54598,66,Male,83,60,12,498,8214,139
54599,20,Male,64,90,14,468,42932,34
54600,37,Female,26,5,16,53,29459,50
54601,37,Male,99,15,5,116,47097,172
54602,47,Male,137,73,16,159,44430,14
54603,52,Female,72,32,4,103,48246,72
54604,52,Female,97,52,3,273,12592,153
54605,66,Female,191,90,1,119,41666,178
54606,56,Female,126,37,4,27,33296,95
54607,44,Male,142,15,9,247,14843,85
54608,43,Male,50,41,1,345,43863,160
54609,31,Male,68,4,16,248,20471,55
54610,34,Male,61,53,3,383,15586,78
54611,35,Male,129,84,6,221,29022,153
54612,62,Male,174,27,13,240,39284,115
54613,69,Female,138,21,17,337,11162,124
54614,46,Male,195,60,15,359,12331,108
54615,37,Male,174,86,12,303,36061,150
54616,44,Male,179,64,8,422,7153,47
54617,35,Female,110,71,16,470,27700,51
54618,21,Female,121,47,3,90,14056,70
54619,18,Female,134,54,4,264,17204,119
54620,67,Female,115,31,7,241,39158,87
54621,18,Male,117,17,15,372,10023,75
54622,43,Male,180,50,11,218,44566,22
54623,62,Male,172,7,16,466,31809,169
54624,37,Female,46,83,14,395,42997,77
54625,69,Male,80,28,13,452,5135,175
54626,40,Male,193,10,9,307,30714,114
54627,27,Male,25,27,18,383,9952,150
54628,28,Female,162,13,3,481,16470,132
54629,58,Female,51,66,5,30,39681,44
54630,58,Female,116,86,2,247,22658,41
54631,22,Male,63,84,17,395,23265,166
54632,18,Male,33,60,16,270,41203,145
54633,34,Male,197,43,13,282,45852,17
54634,39,Male,182,69,11,289,28893,173
54635,51,Female,21,63,8,401,16437,46
54636,62,Male,147,70,5,423,29097,136
54637,58,Female,56,99,2,443,21053,143
54638,46,Male,102,65,4,159,33995,161
54639,21,Female,190,99,3,324,9224,177
54640,22,Male,149,67,2,161,11785,10
54641,28,Male,25,54,3,291,14292,58
54642,68,Female,191,36,16,70,45627,101
54643,38,Female,172,71,9,145,8000,139
54644,52,Male,55,93,6,21,17972,35
54645,29,Male,17,15,15,23,7872,96
54646,43,Male,54,75,5,39,38400,86
54647,68,Female,65,18,9,448,42429,132
54648,36,Male,46,4,6,364,26564,117
54649,62,Female,62,88,3,454,8243,66
54650,24,Male,85,11,13,327,5392,161
54651,64,Male,162,6,15,296,19417,73
54652,24,Male,103,51,11,229,40663,163
54653,43,Male,123,58,16,247,36029,38
54654,57,Female,49,60,15,36,39996,95
54655,22,Female,122,18,6,493,27568,33
54656,38,Male,166,79,14,266,45821,172
54657,31,Male,54,67,11,306,19827,53
54658,21,Male,66,17,10,151,45557,148
54659,40,Female,126,97,16,259,49255,63
54660,59,Male,53,34,12,83,7857,179
54661,37,Female,82,30,7,443,34692,114
54662,32,Female,90,19,7,307,9325,142
54663,67,Female,79,9,18,208,33522,35
54664,69,Female,76,40,15,305,24779,110
54665,62,Male,16,44,6,23,34252,45
54666,46,Male,148,95,19,109,12460,161
54667,25,Female,136,59,8,100,21560,61
54668,58,Male,89,91,15,404,16129,93
54669,65,Male,185,25,4,200,44780,72
54670,36,Male,54,71,18,371,29281,115
54671,65,Female,103,53,13,314,47026,78
54672,56,Male,181,48,1,430,31184,50
54673,63,Male,42,71,8,115,6358,143
54674,45,Male,94,84,19,403,24863,42
54675,63,Male,77,53,17,447,12586,114
54676,44,Male,154,49,10,16,21687,20
54677,21,Male,55,43,1,90,26416,92
54678,32,Male,43,19,1,262,416,68
54679,52,Male,37,66,5,149,39521,135
54680,54,Male,94,34,1,494,41350,66
54681,18,Male,65,81,13,366,30110,73
54682,20,Female,126,88,9,320,37680,151
54683,64,Male,119,73,16,429,7394,36
54684,41,Female,59,54,8,16,34173,140
54685,44,Male,104,1,14,161,35610,151
54686,57,Female,164,92,17,299,44390,139
54687,53,Female,152,55,4,135,22957,129
54688,51,Male,149,15,7,458,27623,39
54689,46,Female,103,85,17,294,13017,93
54690,41,Female,29,15,16,291,36323,70
54691,41,Female,91,23,14,83,28942,159
54692,59,Male,120,66,16,458,48831,137
54693,21,Female,188,46,2,54,46494,18
54694,20,Female,104,9,15,26,35132,127
54695,51,Male,101,66,11,242,33067,59
54696,66,Female,75,66,13,173,17183,67
54697,40,Female,122,18,4,466,25635,109
54698,69,Female,75,17,1,496,22368,131
54699,40,Male,65,72,15,72,6638,30
54700,62,Female,180,98,12,416,48504,91
54701,22,Male,26,34,9,102,48459,2
54702,48,Female,91,69,7,331,29876,20
54703,58,Female,126,64,3,475,45051,97
54704,23,Female,80,44,16,101,27457,29
54705,54,Female,196,29,4,382,38810,9
54706,27,Male,181,62,14,51,16139,4
54707,57,Female,181,92,13,250,23764,40
54708,24,Male,129,16,19,336,43400,141
54709,56,Female,44,78,2,264,40710,134
54710,55,Male,119,52,10,340,36878,73
54711,38,Female,190,2,19,80,11973,26
54712,37,Female,45,61,15,308,42336,103
54713,20,Male,167,4,7,225,13534,41
54714,68,Male,193,52,15,320,28901,42
54715,39,Male,27,41,17,65,11832,128
54716,64,Male,142,52,16,88,22404,61
54717,21,Female,184,31,17,424,47613,62
54718,45,Male,196,26,16,348,14132,21
54719,29,Male,115,27,18,449,48728,159
54720,55,Male,81,51,17,130,1576,43
54721,68,Female,94,98,4,211,25347,149
54722,53,Female,198,95,2,441,12553,107
54723,64,Female,117,48,17,445,12116,157
54724,58,Female,33,11,17,337,21243,58
54725,22,Male,188,8,2,266,41339,152
54726,30,Female,157,12,2,139,31463,45
54727,40,Male,46,99,15,358,925,80
54728,67,Female,191,45,16,51,6469,137
54729,47,Male,163,34,11,83,49433,130
54730,54,Male,79,77,2,243,32162,165
54731,42,Male,41,91,8,18,44178,127
54732,65,Male,165,72,12,379,17789,165
54733,44,Male,61,47,14,40,28743,46
54734,68,Female,26,21,14,105,47741,6
54735,31,Male,99,41,12,267,32611,48
54736,65,Male,80,75,2,289,46223,127
54737,64,Male,147,22,14,238,30585,112
54738,53,Male,151,21,12,254,6873,136
54739,56,Female,162,28,9,436,22356,32
54740,33,Female,124,67,8,207,30056,101
54741,39,Male,96,71,16,465,14422,77
54742,38,Male,139,14,10,241,39110,68
54743,38,Male,77,79,7,482,35949,28
54744,25,Male,86,73,15,499,28621,168
54745,66,Female,112,52,9,308,45812,144
54746,33,Female,87,43,4,60,21890,57
54747,48,Male,85,71,6,226,32297,55
54748,59,Male,44,76,12,183,36414,83
54749,27,Male,139,19,15,84,26266,106
54750,49,Male,30,27,19,108,35256,86
54751,51,Male,147,18,2,10,22440,167
54752,26,Female,171,13,19,133,8439,76
54753,34,Female,61,1,2,126,48438,158
54754,28,Male,115,85,15,352,4208,104
54755,49,Female,121,34,12,204,16154,170
54756,27,Female,140,13,1,242,40239,133
54757,39,Female,36,51,14,138,25238,101
54758,34,Male,199,87,4,383,5393,173
54759,21,Female,97,1,11,72,7934,32
54760,65,Female,177,87,7,245,47305,98
54761,69,Male,74,28,13,341,24505,12
54762,64,Female,72,32,14,239,36508,107
54763,42,Male,17,72,7,199,30739,66
54764,38,Female,176,55,11,198,42193,52
54765,54,Male,59,26,11,177,25363,32
54766,55,Male,64,14,9,104,40393,163
54767,66,Female,16,88,4,166,38720,134
54768,18,Female,29,93,2,300,23560,22
54769,42,Male,179,68,2,357,35742,175
54770,68,Male,157,63,9,350,33443,141
54771,53,Female,110,82,19,404,20924,23
54772,34,Female,99,14,15,483,11131,172
54773,58,Female,125,27,18,148,21167,9
54774,41,Female,194,41,16,200,27676,106
54775,19,Male,37,3,2,462,42985,59
54776,57,Male,113,94,12,65,29624,117
54777,32,Male,51,59,1,16,44916,101
54778,49,Female,121,23,2,60,5223,30
54779,56,Female,55,18,14,488,29900,84
54780,23,Male,71,74,7,48,38549,44
54781,18,Male,111,76,17,307,38453,177
54782,64,Male,39,41,15,81,36534,16
54783,40,Male,124,8,17,265,22944,121
54784,56,Male,51,32,9,318,46493,74
54785,34,Male,54,81,13,100,46214,84
54786,51,Female,99,41,2,158,17932,130
54787,58,Male,60,45,15,39,35325,67
54788,46,Male,116,78,11,471,10477,42
54789,26,Male,112,9,19,132,5200,136
54790,30,Male,33,90,14,394,29956,73
54791,23,Male,105,48,4,246,38182,92
54792,23,Male,151,24,11,289,14059,149
54793,37,Male,83,87,16,134,11934,115
54794,69,Female,19,95,2,143,19030,97
54795,20,Male,168,44,2,15,9992,34
54796,34,Female,161,58,9,392,19661,132
54797,66,Female,172,66,4,382,22639,117
54798,29,Female,62,18,8,206,8298,62
54799,65,Male,126,80,18,199,10628,96
54800,64,Male,158,29,15,300,42846,76
54801,62,Male,32,75,2,393,21339,2
54802,18,Male,198,2,11,245,12515,127
54803,34,Male,163,78,17,88,47980,178
54804,20,Male,45,68,7,44,34969,112
54805,43,Male,143,98,8,313,8526,117
54806,32,Male,145,39,10,379,34757,26
54807,53,Male,39,73,3,370,29176,85
54808,49,Male,22,41,13,81,43702,108
54809,49,Female,76,71,17,52,13211,165
54810,21,Male,149,81,13,300,11743,55
54811,35,Male,21,87,19,142,48342,100
54812,66,Male,150,75,9,296,7262,18
54813,36,Female,33,22,16,115,29763,24
54814,60,Male,159,82,5,168,32780,30
54815,69,Male,153,49,9,366,12066,17
54816,52,Female,125,28,9,17,10419,42
54817,57,Male,191,16,6,271,41987,81
54818,31,Female,25,68,10,352,8186,108
54819,50,Female,55,62,18,446,9735,140
54820,31,Female,128,36,11,89,23857,27
54821,51,Female,194,22,15,53,39364,4
54822,21,Male,106,11,7,186,19711,163
54823,41,Female,89,85,14,401,23655,76
54824,46,Female,81,80,8,73,25182,157
54825,36,Male,182,42,19,397,38544,72
54826,23,Male,19,55,15,297,13988,76
54827,50,Male,130,73,19,318,42530,164
54828,66,Female,164,35,18,122,41645,34
54829,57,Male,132,57,17,460,23580,36
54830,36,Female,179,34,3,328,33330,4
54831,18,Female,25,73,3,379,8333,11
54832,22,Male,58,77,7,217,4001,59
54833,44,Male,195,70,10,453,411,3
54834,33,Male,91,4,17,235,4996,12
54835,23,Male,132,46,15,342,40982,113
54836,57,Male,130,92,8,426,23604,73
54837,30,Male,81,11,17,287,2861,149
54838,65,Female,27,98,3,392,26236,150
54839,52,Female,106,61,4,296,12630,146
54840,36,Male,25,35,8,289,11748,6
54841,29,Female,153,69,13,12,17677,89
54842,33,Female,99,57,1,42,47127,114
54843,60,Female,99,11,18,487,7944,109
54844,27,Female,149,12,11,419,42893,79
54845,42,Female,31,43,6,491,34519,65
54846,37,Female,62,19,16,316,9725,55
54847,48,Male,156,77,19,223,9256,168
54848,21,Male,111,68,17,39,26062,82
54849,61,Male,89,78,18,428,20739,52
54850,40,Female,176,59,11,34,4817,120
54851,19,Male,151,2,14,37,34511,44
54852,39,Male,91,8,12,106,5921,95
54853,68,Male,142,22,7,96,18156,62
54854,54,Female,51,77,17,35,18585,84
54855,25,Male,44,21,5,129,25675,97
54856,24,Female,183,85,14,210,17691,74
54857,31,Male,187,92,13,401,8375,157
54858,20,Male,61,97,12,366,21441,147
54859,67,Male,149,29,14,362,45495,156
54860,33,Female,156,86,9,24,23855,122
54861,36,Female,62,90,4,314,28570,123
54862,68,Female,148,75,19,263,37288,147
54863,35,Female,48,75,1,120,29150,31
54864,69,Female,115,98,13,17,22096,99
54865,33,Male,60,83,6,448,30573,142
54866,25,Male,84,37,1,350,28660,50
54867,50,Female,150,78,17,137,43636,59
54868,66,Female,38,29,3,195,41561,9
54869,29,Male,81,83,17,396,47817,57
54870,28,Female,18,37,2,402,19831,169
54871,22,Male,15,21,7,23,11463,27
54872,44,Female,48,88,1,239,4056,58
54873,29,Male,123,90,15,100,44861,81
54874,34,Female,23,12,4,413,42967,68
54875,23,Female,77,48,6,13,42549,24
54876,50,Male,24,83,13,161,38260,80
54877,22,Male,152,47,13,228,18982,62
54878,45,Female,192,94,1,85,29576,81
54879,31,Female,58,15,2,293,16568,101
54880,22,Male,132,67,6,364,44392,117
54881,50,Female,190,13,11,225,31025,3
54882,67,Male,20,59,18,168,15276,51
54883,65,Male,135,73,13,260,38190,105
54884,58,Female,166,13,12,76,18763,99
54885,36,Male,109,80,7,231,27592,67
54886,39,Male,125,78,7,201,1512,80
54887,22,Female,119,72,7,228,29329,148
54888,19,Male,78,19,2,382,28805,45
54889,47,Male,198,57,11,26,19756,134
54890,64,Male,154,32,1,399,38900,161
54891,56,Male,177,99,13,116,19676,171
54892,21,Female,85,87,12,475,41408,178
54893,50,Male,118,21,13,453,27015,155
54894,30,Female,103,82,7,236,19216,30
54895,37,Male,20,14,12,484,36352,99
54896,24,Female,124,80,17,90,20847,146
54897,32,Male,126,24,8,276,14085,158
54898,40,Female,171,49,3,175,36672,143
54899,31,Male,180,32,7,366,46495,96
54900,40,Male,164,75,19,243,5828,99
54901,36,Male,141,11,8,171,17781,21
54902,46,Male,150,60,14,184,43151,140
54903,37,Female,77,68,14,169,47839,177
54904,46,Female,155,61,2,372,21087,1
54905,41,Male,169,90,6,385,8892,25
54906,35,Female,160,5,16,194,42321,175
54907,27,Male,32,36,9,183,15371,39
54908,58,Male,91,97,15,247,19712,27
54909,25,Female,156,64,19,172,2494,93
54910,43,Female,153,78,15,485,15219,50
54911,46,Female,117,32,12,415,4114,156
54912,27,Male,131,71,9,409,29943,57
54913,34,Male,31,74,16,247,23572,82
54914,19,Female,193,66,6,115,16482,16
54915,23,Male,28,10,15,127,32229,35
54916,22,Female,71,99,13,241,24821,156
54917,45,Female,107,21,10,85,16558,46
54918,58,Female,148,40,14,14,43603,67
54919,22,Female,128,42,3,227,32063,16
54920,35,Female,199,72,12,291,36099,79
54921,43,Female,146,46,1,342,14091,74
54922,37,Male,153,82,16,417,25725,117
54923,58,Male,123,73,10,245,11960,49
54924,66,Female,133,41,9,332,27497,150
54925,44,Female,106,94,18,41,36766,18
54926,66,Female,25,4,1,416,21821,22
54927,29,Male,113,99,10,186,14772,106
54928,24,Female,22,14,7,494,44449,119
54929,20,Female,128,14,10,128,32067,16
54930,27,Female,163,53,12,199,28110,3
54931,51,Male,79,84,11,111,49177,123
54932,42,Female,107,29,9,374,31089,35
54933,52,Male,166,23,5,495,46987,105
54934,33,Male,172,85,4,470,44381,103
54935,19,Female,118,31,13,88,19901,149
54936,41,Male,113,96,8,331,45756,57
54937,27,Male,98,71,16,148,42977,47
54938,55,Male,199,77,1,345,20628,162
54939,39,Female,87,61,17,411,18805,48
54940,43,Male,159,23,15,235,16444,167
54941,60,Female,73,8,15,275,29464,87
54942,56,Female,45,76,18,342,37235,120
54943,44,Female,78,16,6,233,42117,158
54944,46,Male,62,26,2,69,23403,178
54945,64,Female,37,29,5,273,21302,97
54946,55,Male,172,93,19,464,21398,144
54947,37,Male,69,6,7,57,27161,94
